name,platform,release year,genre,publisher,north america sales,europe sales,japan sales,rest of world sales,global_sales,release_date,critic_score,critic outof,critic count,user score,user count,developer,rating
Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.23,0.08,0.00,0.03,0.34,"Sep  7, 2010",76,100,68,7.7,81,Beenox,T
Rapala Pro Bass Fishing 2010,X360,2010,Sports,Activision,0.28,0.04,0.00,0.02,0.34,"Sep 28, 2010",,,,tbd,,FUN Labs,E
Hannah Montana: The Movie,Wii,2009,Adventure,Disney Interactive Studios,0.13,0.17,0.00,0.04,0.34,"Apr  7, 2009",,,,tbd,,n-Space,E
Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive,0.32,0.00,0.00,0.02,0.34,,,,,,,,
Skate,PS3,2007,Sports,Electronic Arts,0.28,0.02,0.00,0.03,0.34,"Sep 24, 2007",85,100,31,8.3,47,EA Black Box,T
Football Manager Handheld 2008,PSP,2007,Sports,Sega,0.00,0.33,0.00,0.00,0.34,,,,,,,,
Just Dance Kids 2,X360,2011,Misc,Ubisoft,0.24,0.07,0.00,0.03,0.33,"Oct 25, 2011",,,,tbd,,Ubisoft,E
Sengoku Musou 3 Z,PS3,2011,Action,Ackkstudios,0.00,0.00,0.33,0.00,0.33,,,,,,,,
Silent Hill: Homecoming,PS3,N/A,Action,Konami Digital Entertainment,0.17,0.12,0.00,0.05,0.33,"Sep 30, 2008",71,100,41,7.3,94,Double Helix Games,M
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,0.15,0.11,0.03,0.04,0.33,"Jun 21, 2011",71,100,52,6.0,73,Obsidian Entertainment,T
Rune Factory: Frontier,Wii,2008,Role-Playing,Rising Star Games,0.15,0.12,0.04,0.03,0.33,"Mar 17, 2009",79,100,34,8.9,28,Neverland,E10+
Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,0.22,0.02,0.06,0.02,0.33,"Sep 22, 2009",74,100,51,8.2,37,Bandai Namco Games,E
Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.21,0.10,0.00,0.03,0.33,"Feb 19, 2013",82,100,46,7.8,290,PlatinumGames,M
Tales of the World: Radiant Mythology 2,PSP,2009,Role-Playing,Namco Bandai Games,0.00,0.00,0.33,0.00,0.33,,,,,,,,
Def Jam Icon,X360,2007,Action,Electronic Arts,0.30,0.01,0.00,0.03,0.33,"Mar  6, 2007",69,100,48,6.3,105,EA Chicago,M
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,Rising Star Games,0.15,0.10,0.06,0.03,0.33,"Mar 16, 2010",67,100,41,8.3,52,Tri-Crescendo,T
Ape Escape Academy,PSP,2004,Misc,Sony Computer Entertainment,0.13,0.15,0.00,0.05,0.33,"Jan 17, 2006",51,100,48,5.8,4,Shift,E10+
Just Dance 4,PS3,2012,Misc,Ubisoft,0.21,0.09,0.00,0.03,0.33,"Oct  9, 2012",77,100,5,6.7,23,Ubisoft,E10+
Get Fit with Mel B,PS3,2010,Sports,Black Bean Games,0.13,0.15,0.00,0.06,0.33,"Oct 20, 2010",73,100,4,tbd,,Lightning Fish Games,E
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.31,0.00,0.00,0.02,0.33,"Nov 16, 2010",,,,tbd,,Black Lantern Studios,EC
SAW,PS3,2009,Action,Konami Digital Entertainment,0.12,0.15,0.00,0.06,0.33,"Oct  6, 2009",59,100,41,6.6,22,Zombie,M
The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment,0.28,0.00,0.02,0.03,0.33,"Oct 24, 2007",75,100,43,8.4,47,SCEJ,T
DMC,X360,2013,Action,Capcom,0.19,0.10,0.01,0.03,0.33,"Jan 15, 2013",86,100,65,4.9,1276,Ninja Theory,M
Monopoly Streets,PS3,2010,Misc,Electronic Arts,0.15,0.13,0.00,0.05,0.33,"Oct 26, 2010",64,100,11,6.1,9,Electronic Arts,E
Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.18,0.11,0.01,0.03,0.33,"Jun 21, 2011",72,100,55,6.3,82,Obsidian Entertainment,T
Hatsune Miku: Project Diva Extend,PSP,2011,Misc,Sega,0.00,0.00,0.33,0.00,0.33,,,,,,,,
Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo,0.27,0.01,0.03,0.03,0.33,"Nov 14, 2006",80,100,49,8.0,47,Atlus,T
Battalion Wars 2,Wii,2007,Strategy,Nintendo,0.21,0.01,0.08,0.02,0.33,"Oct 29, 2007",75,100,38,7.4,38,Kuju Entertainment,T
MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,0.30,0.00,0.00,0.02,0.33,"Mar  4, 2008",83,100,14,8.9,10,SCEA San Diego Studios,E
Hell's Kitchen: The Game,Wii,2008,Simulation,Ubisoft,0.30,0.00,0.00,0.02,0.33,,,,,,,,
UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,Electronic Arts,0.07,0.22,0.00,0.03,0.33,,,,,,,,
FIFA Soccer 12,3DS,2011,Sports,Electronic Arts,0.06,0.23,0.00,0.04,0.33,"Sep 27, 2011",67,100,13,4.4,14,EA Sports,E
NBA Jam,X360,2010,Sports,Electronic Arts,0.22,0.08,0.00,0.02,0.33,"Nov 15, 2010",75,100,30,6.6,19,EA Canada,E
Ragnarok Odyssey,PSV,2012,Role-Playing,GungHo,0.16,0.00,0.16,0.01,0.33,"Oct 30, 2012",66,100,21,8.0,102,Game Arts,T
Bee Movie Game,Wii,2007,Action,Activision,0.30,0.00,0.00,0.02,0.33,"Nov  5, 2007",62,100,16,tbd,,Smart Bomb Interactive,E
EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.15,0.12,0.01,0.05,0.33,"Oct 19, 2010",77,100,47,6.6,31,EA Tiburon,T
The Darkness II,X360,2012,Shooter,Take-Two Interactive,0.20,0.10,0.00,0.03,0.33,"Feb  7, 2012",80,100,71,7.5,190,Digital Extremes,M
SpongeBob's Boating Bash,Wii,2010,Misc,THQ,0.23,0.07,0.00,0.03,0.33,"Mar  2, 2010",,,,7.5,4,Impulse Games,E
Night at the Museum: Battle of the Smithsonian,Wii,2009,Action,Majesco Entertainment,0.16,0.13,0.00,0.03,0.33,"May  5, 2009",54,100,8,tbd,,"Pipeworks Software, Inc.",E10+
Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.12,0.17,0.00,0.04,0.33,"May 19, 2009",48,100,50,5.0,47,GRIN,T
Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,0.19,0.11,0.00,0.03,0.32,"Mar 20, 2012",68,100,31,4.7,12,Asobo Studio,E
NBA 2K12,Wii,2011,Sports,Take-Two Interactive,0.28,0.03,0.00,0.02,0.32,"Oct  4, 2011",,,,6.8,6,Visual Concepts,E
NBA Jam,PS3,2010,Sports,Electronic Arts,0.18,0.10,0.00,0.04,0.32,"Nov 15, 2010",71,100,33,5.7,14,EA Canada,E
Conan,PS3,2007,Action,THQ,0.13,0.14,0.00,0.05,0.32,"Oct 23, 2007",69,100,35,7.2,34,Nihilistic,M
Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010,Strategy,Konami Digital Entertainment,0.13,0.03,0.14,0.02,0.32,,,,,,,,
One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,Namco Bandai Games,0.00,0.00,0.32,0.00,0.32,,,,,,,,
SSX Blur,Wii,2007,Sports,Electronic Arts,0.29,0.01,0.00,0.02,0.32,"Feb 27, 2007",74,100,52,8.1,60,EA Montreal,E
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft,0.13,0.12,0.00,0.07,0.32,"Mar 28, 2006",65,100,46,8.9,24,Sony Online Entertainment,T
WWE '12,Wii,2011,Fighting,THQ,0.22,0.07,0.00,0.03,0.32,"Nov 22, 2011",74,100,6,5.1,8,Yuke's,T
Asura's Wrath,PS3,2012,Action,Capcom,0.14,0.09,0.06,0.03,0.32,"Feb 21, 2012",71,100,39,7.0,114,CyberConnect2,T
Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,0.25,0.04,0.01,0.03,0.32,"Apr 11, 2006",80,100,54,6.9,54,Crystal Dynamics,T
Dynasty Warriors 6 Empires,PS3,2009,Action,Tecmo Koei,0.13,0.02,0.15,0.02,0.32,"Jun 23, 2009",62,100,22,7.2,23,Omega Force,T
Dark Void,PS3,2010,Action,Capcom,0.16,0.11,0.00,0.05,0.32,"Jan 19, 2010",59,100,50,5.6,30,Airtight Games,T
Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.26,0.02,0.02,0.03,0.32,"Jun 12, 2007",56,100,51,7.3,49,K2 LLC,M
Kameo: Elements of Power,X360,2005,Adventure,Microsoft Game Studios,0.27,0.02,0.00,0.03,0.32,"Nov  7, 2005",79,100,76,7.7,77,Rare Ltd.,T
LocoRoco 2,PSP,2008,Platform,Sony Computer Entertainment,0.20,0.08,0.01,0.04,0.32,"Feb 10, 2009",85,100,55,8.5,33,SCE Japan Studio,E
NHL 09,PS3,2008,Sports,Electronic Arts,0.29,0.01,0.00,0.03,0.32,"Sep  9, 2008",88,100,25,7.9,37,EA Canada,E10+
DanceDanceRevolution,Wii,2010,Simulation,Konami Digital Entertainment,0.27,0.03,0.00,0.02,0.32,"Nov 16, 2010",,,,tbd,,Konami,E
The X-Factor,Wii,2010,Misc,Deep Silver,0.00,0.28,0.00,0.04,0.32,,,,,,,,
Fracture,X360,2008,Shooter,LucasArts,0.15,0.14,0.00,0.03,0.32,"Oct  7, 2008",63,100,60,6.2,37,Day 1 Studios,T
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games,0.08,0.06,0.15,0.03,0.32,"Oct 18, 2011",59,100,16,6.6,17,Racjin,T
Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,0.00,0.00,0.32,0.00,0.32,,,,,,,,
Harry Potter and the Deathly Hallows - Part 1,PS3,2010,Action,Electronic Arts,0.10,0.16,0.00,0.06,0.32,"Nov 16, 2010",38,100,27,2.6,16,EA Bright Light,T
Virtua Tennis 2009,X360,2009,Sports,Sega,0.12,0.17,0.00,0.03,0.32,"Jun  9, 2009",70,100,43,5.9,14,Sumo Digital,E
Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,Electronic Arts,0.19,0.10,0.00,0.03,0.32,"Mar 29, 2011",85,100,14,7.7,6,Electronic Arts,E
Disney Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,0.16,0.12,0.00,0.04,0.32,"Nov 18, 2012",59,100,36,4.6,18,Blitz Games Studios,E
Elebits,Wii,2006,Action,Konami Digital Entertainment,0.21,0.01,0.08,0.02,0.32,"Dec 12, 2006",75,100,46,7.4,31,Konami,E
FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0.00,0.24,0.04,0.03,0.32,"Sep 25, 2012",57,100,9,4.0,83,Electronic Arts,E
Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios,0.28,0.01,0.00,0.02,0.32,"May 22, 2007",58,100,42,5.3,21,Eurocom Entertainment Software,T
Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,0.29,0.00,0.00,0.02,0.32,"Nov 18, 2008",,,,tbd,,Blitz Games,E10+
Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,0.20,0.00,0.10,0.02,0.32,"Aug 21, 2007",87,100,45,8.4,61,Level 5,T
Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,Electronic Arts,0.29,0.00,0.00,0.02,0.32,"Oct  4, 2005",58,100,15,9.0,27,EA Canada,T
Lego Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.19,0.10,0.00,0.03,0.31,"Oct 22, 2013",61,100,4,5.2,9,TT Games,E10+
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,0.25,0.04,0.00,0.03,0.31,"Sep 15, 2009",50,100,8,5.3,15,n-Space,T
MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0.00,0.00,0.31,0.00,0.31,,,,,,,,
Iron Man 2,Wii,2010,Action,Sega,0.14,0.14,0.00,0.03,0.31,"May  4, 2010",41,100,11,4.8,10,"Sega Studios, San Francisco",T
ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010,Simulation,Activision,0.26,0.03,0.00,0.02,0.31,"Oct 12, 2010",,,,tbd,,Activision,E
Sonic & Sega All-Stars Racing Transformed ,PS3,2012,Action,Sega,0.06,0.20,0.00,0.05,0.31,,,,,,,,
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.03,0.22,0.01,0.05,0.31,"Feb 15, 2012",77,100,35,7.9,43,Sega,E
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,0.26,0.01,0.02,0.03,0.31,"Feb  7, 2006",80,100,35,8.7,17,Capcom,T
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008,Sports,Konami Digital Entertainment,0.00,0.00,0.31,0.00,0.31,,,,,,,,
Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,0.29,0.00,0.00,0.02,0.31,"Sep 18, 2007",58,100,9,8.1,9,Hudson Soft,E
Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,0.29,0.00,0.00,0.02,0.31,"Dec  5, 2008",,,,tbd,,Destination Software,E
Guitar Hero: Smash Hits,PS3,2009,Misc,Activision,0.18,0.09,0.00,0.04,0.31,"Jun 16, 2009",73,100,34,7.0,7,Beenox,T
Raving Rabbids: Travel in Time 3D,3DS,2011,Adventure,Ubisoft,0.09,0.19,0.00,0.03,0.31,"Apr 10, 2011",55,100,26,7.1,12,Ubisoft,E
Shrek the Third,PSP,2007,Action,Activision,0.08,0.15,0.00,0.09,0.31,"Jun  5, 2007",57,100,8,tbd,,Amaze Entertainment,E10+
The House of the Dead: Overkill - Extended Cut,PS3,2011,Shooter,Sega,0.13,0.14,0.00,0.04,0.31,,,,,,,,
WWE All Stars,X360,2011,Fighting,THQ,0.16,0.12,0.00,0.03,0.31,"Mar 29, 2011",75,100,64,7.2,38,THQ,T
Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,0.11,0.13,0.00,0.07,0.31,"Jan 12, 2010",49,100,11,6.1,26,EA Montreal,M
F.E.A.R.,X360,2006,Shooter,Vivendi Games,0.27,0.02,0.00,0.02,0.31,"Oct 31, 2006",85,100,44,7.2,110,Day 1 Studios,M
Madden NFL Football,3DS,2011,Sports,Electronic Arts,0.29,0.00,0.00,0.02,0.31,"Mar 22, 2011",49,100,18,5.4,14,EA Tiburon,E
NBA 2K10,PSP,2009,Sports,Take-Two Interactive,0.29,0.00,0.00,0.02,0.31,"Oct  6, 2009",,,,9.1,11,Visual Concepts,E
DiRT 2,PSP,2009,Racing,Sony Computer Entertainment,0.08,0.14,0.00,0.08,0.31,"Sep  8, 2009",55,100,13,5.5,8,Codemasters,E10+
Bleach: Shattered Blade,Wii,2006,Fighting,Sega,0.21,0.00,0.08,0.02,0.31,"Oct  9, 2007",58,100,30,7.4,21,Polygon Magic,T
The King of Fighters XIII,X360,2011,Fighting,Rising Star Games,0.22,0.06,0.01,0.02,0.31,"Nov 22, 2011",79,100,31,8.3,38,SNK Playmore,T
Project X Zone,3DS,2012,Action,Namco Bandai Games,0.13,0.02,0.15,0.01,0.31,"Jun 25, 2013",70,100,53,7.4,109,"Banpresto, Monolith Soft",T
Family Party: 90 Great Games Party Pack,Wii,2010,Misc,D3Publisher,0.29,0.00,0.00,0.02,0.31,"Nov  2, 2010",,,,tbd,,D3Publisher,E10+
Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix,0.13,0.01,0.16,0.01,0.31,"Jan 19, 2009",75,100,37,7.7,20,TOSE,T
Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,0.28,0.01,0.00,0.02,0.31,"Oct 30, 2007",78,100,35,8.8,69,Ubisoft Montreal,T
LEGO Star Wars III: The Clone Wars,PSP,2011,Action,LucasArts,0.11,0.13,0.00,0.07,0.31,"Mar 22, 2011",63,100,4,tbd,,Traveller's Tales,E10+
Golden Axe: Beast Rider,X360,2008,Action,Sega,0.18,0.10,0.00,0.03,0.31,"Oct 14, 2008",45,100,33,5.9,29,Secret Level,M
Kinectimals: Now with Bears!,X360,2011,Misc,Microsoft Game Studios,0.24,0.04,0.00,0.02,0.31,"Oct 11, 2011",78,100,6,3.4,8,Frontier Developments,E
Minute to Win It,X360,2011,Misc,Zoo Games,0.29,0.00,0.00,0.02,0.31,"Oct 18, 2011",,,,tbd,,Smack Down Productions,E
MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.27,0.02,0.00,0.02,0.31,"Feb 18, 2008",70,100,7,8.6,7,Rainbow Studios,E
Golden Axe: Beast Rider,PS3,2008,Action,Sega,0.12,0.14,0.00,0.05,0.31,"Oct 14, 2008",44,100,30,5.1,18,Secret Level,M
Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.11,0.10,0.07,0.02,0.31,"May 24, 2011",79,100,62,8.4,82,Team Ninja,T
Chicken Blaster,Wii,2009,Shooter,Zushi Games,0.29,0.00,0.00,0.02,0.31,"Sep 15, 2009",,,,tbd,,Zoo Games,T
Disney Sing It,PS3,2008,Misc,Disney Interactive Studios,0.25,0.03,0.00,0.03,0.31,"Oct 21, 2008",54,100,11,3.5,6,Zoe Mode,E
Overlord II,X360,2009,Action,Codemasters,0.14,0.13,0.00,0.03,0.31,"Jun 23, 2009",75,100,60,7.6,34,Triumph Studios,T
NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,0.28,0.00,0.00,0.02,0.31,"Nov 16, 2009",75,100,17,6.8,4,EA Canada,E
SD Gundam G Generation: Overworld,PSP,2012,Strategy,Namco Bandai Games,0.00,0.00,0.31,0.00,0.31,,,,,,,,
Resonance of Fate,X360,2010,Role-Playing,Sega,0.10,0.12,0.06,0.03,0.31,"Mar 16, 2010",74,100,43,7.5,78,Tri-Ace,T
Rayman Legends,PS3,2013,Platform,Ubisoft,0.08,0.16,0.00,0.07,0.31,"Sep  3, 2013",91,100,24,8.6,226,Ubisoft Montpellier,E10+
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.28,0.00,0.00,0.02,0.31,"May 15, 2007",77,100,30,7.8,15,SCEA San Diego Studios,E
Supreme Commander 2,X360,2010,Strategy,Square Enix,0.20,0.08,0.00,0.03,0.31,"Mar 17, 2010",75,100,28,7.4,20,Gas Powered Games,E10+
Mini Ninjas,PS3,2009,Action,Eidos Interactive,0.12,0.13,0.00,0.05,0.30,"Sep  8, 2009",73,100,37,8.7,52,Io Interactive,E10+
NHL 14,PS3,2013,Sports,Electronic Arts,0.19,0.07,0.00,0.04,0.30,"Sep 10, 2013",80,100,22,5.8,50,Electronic Arts,E10+
Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.28,0.00,0.00,0.02,0.30,"Feb 27, 2007",74,100,26,8.8,5,Konami,E10+
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005,Misc,Sega,0.00,0.00,0.30,0.00,0.30,,,,,,,,
Racquet Sports,PS3,2010,Sports,Ubisoft,0.10,0.15,0.00,0.05,0.30,"Sep 14, 2010",45,100,17,4.6,7,Asobo Studio,E
Tony Hawk's American Wasteland,X360,2005,Sports,Activision,0.27,0.01,0.00,0.02,0.30,"Nov 16, 2005",75,100,43,7.1,19,Neversoft Entertainment,T
Capcom Classics Collection Reloaded,PSP,2006,Misc,Capcom,0.25,0.00,0.03,0.02,0.30,"Oct 24, 2006",75,100,27,tbd,,Capcom,T
NBA Live 08,PSP,2007,Sports,Electronic Arts,0.28,0.00,0.00,0.02,0.30,"Oct  1, 2007",73,100,11,6.0,4,EA Canada,E
Buzz! The Ultimate Music Quiz,PS3,2010,Misc,Sony Computer Entertainment,0.00,0.23,0.00,0.07,0.30,,,,,,,,
Ninja Blade,X360,2009,Action,Microsoft Game Studios,0.13,0.13,0.02,0.03,0.30,"Apr  7, 2009",68,100,65,6.8,48,From Software,M
Manhunt 2,PSP,2007,Action,Take-Two Interactive,0.04,0.17,0.00,0.09,0.30,"Oct 29, 2007",69,100,15,8.1,28,Rockstar London,M
Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,Ubisoft,0.00,0.29,0.00,0.02,0.30,,,,,,,,
Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,Namco Bandai Games,0.00,0.00,0.30,0.00,0.30,,,,,,,,
Wipeout 2,Wii,2011,Misc,Activision,0.29,0.00,0.00,0.02,0.30,"Oct 11, 2011",,,,tbd,,Endemol,E10+
Sonic & Sega All-Stars Racing Transformed ,WiiU,2012,Action,Sega,0.12,0.15,0.00,0.03,0.30,,,,,,,,
Clive Barker's Jericho,X360,2007,Shooter,Codemasters,0.27,0.01,0.00,0.02,0.30,"Oct 23, 2007",63,100,46,7.6,58,"Mercury Steam, Alchemic Productions",M
The Incredible Hulk,Wii,2008,Action,Sega,0.27,0.01,0.00,0.02,0.30,"Jun  5, 2008",46,100,21,tbd,,Edge of Reality,T
Cabela's Outdoor Adventures (2009),Wii,2009,Sports,Activision Value,0.28,0.00,0.00,0.02,0.30,"Sep  9, 2009",,,,7.8,4,FUN Labs,T
Prey,X360,2006,Shooter,Take-Two Interactive,0.26,0.02,0.00,0.02,0.30,"Jul 11, 2006",79,100,80,7.4,92,Venom Games,M
Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.27,0.01,0.00,0.02,0.30,"Nov  4, 2008",73,100,11,8.4,11,Backbone Entertainment,E10+
Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,0.16,0.10,0.01,0.03,0.30,"May 12, 2009",76,100,48,7.6,34,Eidos Interactive,T
Birthday Party Bash,Wii,2009,Misc,Take-Two Interactive,0.28,0.00,0.00,0.02,0.30,"Jul 14, 2009",,,,tbd,,Cat Daddy Games,E
Professor Layton vs Ace Attorney,3DS,2012,Adventure,Level 5,0.00,0.00,0.30,0.00,0.30,TBA 2014,,,,,,Level 5,
WipeOut 3 The Game,Wii,2012,Action,Activision,0.28,0.00,0.00,0.02,0.30,,,,,,,,
My Horse & Me,Wii,2007,Sports,Atari,0.27,0.01,0.00,0.02,0.30,,,,,,,,
"Warhammer 40,000: Squad Command",PSP,2007,Strategy,THQ,0.11,0.12,0.00,0.07,0.30,"Nov 12, 2007",67,100,25,8.0,20,RedLynx,T
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,0.16,0.11,0.00,0.03,0.30,"Jul 12, 2011",47,100,6,6.6,5,,
Tiger Woods PGA Tour 06,X360,2005,Sports,Electronic Arts,0.28,0.00,0.00,0.02,0.30,"Nov 16, 2005",71,100,36,7.4,8,EA Sports,E
Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.01,0.00,0.02,0.30,"Oct  4, 2007",65,100,25,7.1,24,Radical Entertainment,E10+
Shrek's Carnival Craze Party Games,Wii,2008,Misc,Activision,0.28,0.00,0.00,0.02,0.30,,,,,,,,
One Piece Unlimited Cruise SP,3DS,2011,Action,Namco Bandai Games,0.00,0.00,0.30,0.00,0.30,"Feb 10, 2012",46,100,20,5.3,8,Bandai Namco Games,
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010,Sports,Sega,0.07,0.17,0.00,0.06,0.30,,,,,,,,
Lumines ll,PSP,2006,Puzzle,Disney Interactive Studios,0.11,0.11,0.00,0.07,0.30,,,,,,,,
LEGO Harry Potter: Years 5-7,3DS,N/A,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0.00,0.03,0.30,"Nov 11, 2011",71,100,7,5.7,6,Traveller's Tales,E10+
Vin Diesel: Wheelman,PS3,2009,Racing,Ubisoft,0.12,0.13,0.00,0.05,0.30,,,,,,,,
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,2010,Misc,Namco Bandai Games,0.00,0.00,0.30,0.00,0.30,,,,,,,,
The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,0.12,0.13,0.01,0.05,0.30,"Oct 19, 2010",60,100,39,6.2,11,Cohort Studios,T
NCAA Basketball 10,X360,2009,Sports,Electronic Arts,0.27,0.00,0.00,0.02,0.30,"Nov 16, 2009",75,100,22,tbd,,EA Canada,E
Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,0.25,0.02,0.00,0.03,0.30,"Nov 16, 2008",70,100,5,tbd,,Ubisoft,E10+
The Walking Dead: Survival Instinct,PS3,2013,Misc,Activision,0.17,0.09,0.00,0.04,0.30,"Mar 19, 2013",34,100,14,3.5,182,Terminal Reality,M
Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.02,0.02,0.02,0.30,"Sep  5, 2006",82,100,69,8.0,77,Eden Studios,E10+
SimAnimals,Wii,2009,Simulation,Electronic Arts,0.14,0.13,0.00,0.03,0.30,"Jan 21, 2009",58,100,13,1.8,32,Electronic Arts,E
Tekken 6,PSP,2009,Fighting,Namco Bandai Games,0.15,0.03,0.10,0.02,0.30,"Nov 24, 2009",82,100,39,8.3,46,Namco Bandai Games America,T
Def Jam Rapstar,Wii,2010,Misc,Konami Digital Entertainment,0.26,0.01,0.00,0.02,0.29,"Oct  5, 2010",65,100,5,tbd,,"4mm Games, Terminal Reality",T
Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.13,0.05,0.09,0.02,0.29,"Oct 30, 2012",73,100,27,7.7,26,High Voltage Software,M
Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.27,0.00,0.00,0.02,0.29,"Oct 21, 2008",65,100,6,7.7,7,Konami,E
Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.16,0.11,0.00,0.03,0.29,"Aug 18, 2013",71,100,10,7.6,43,Avalanche Software,E10+
Calvin Tucker's Redneck Jamboree,Wii,2008,Misc,Zoo Games,0.27,0.00,0.00,0.02,0.29,"Dec 19, 2008",26,100,6,tbd,,Humagade,E10+
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision,0.24,0.03,0.00,0.02,0.29,"Oct 19, 2010",60,100,4,5.3,8,Activision,T
Tropico 4,X360,N/A,Strategy,Kalypso Media,0.17,0.09,0.00,0.03,0.29,"Oct 18, 2011",77,100,18,7.4,23,Haemimont,T
Kurohyou: Ryu ga Gotoku Shinshou,PSP,2010,Adventure,Sega,0.00,0.00,0.29,0.00,0.29,,,,,,,,
GRID 2,PS3,2013,Racing,Codemasters,0.05,0.17,0.01,0.07,0.29,"May 28, 2013",82,100,20,6.6,136,Codemasters,E
Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,0.20,0.07,0.00,0.02,0.29,"Nov 22, 2013",75,100,17,6.2,88,Ghost Games,E10+
Resistance: Burning Skies,PSV,2012,Shooter,Sony Computer Entertainment,0.15,0.11,0.02,0.02,0.29,"May 29, 2012",60,100,63,6.7,204,Nihilistic,M
Monopoly,PS3,2008,Misc,Electronic Arts,0.24,0.03,0.00,0.03,0.29,"Oct 20, 2008",54,100,4,6.7,13,Electronic Arts,E
WipEout Pulse,PSP,2007,Racing,Sony Computer Entertainment,0.13,0.11,0.00,0.05,0.29,"Feb 12, 2008",82,100,40,8.8,23,Studio Liverpool,E10+
FIFA Street 3,PS3,2008,Sports,Electronic Arts,0.07,0.16,0.00,0.06,0.29,"Feb 18, 2008",63,100,37,7.1,16,EA Canada,E
Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,0.26,0.01,0.00,0.02,0.29,"Oct 19, 2010",55,100,7,tbd,,Activision,T
